seat_no,paper_1_IA,paper_2_IA,paper_3_IA,paper_4_IA,paper_5_IA,paper_6_IA,paper_7_IA,paper_8_IA,paper_9_IA,paper_10_IA,paper_1_TOT,paper_2_TOT,paper_3_TOT,paper_4_TOT,paper_5_TOT,paper_6_TOT,paper_7_TOT,paper_8_TOT,paper_9_TOT,paper_10_TOT,paper_1_EX,paper_2_EX,paper_3_EX,paper_4_EX,paper_5_EX,paper_6_EX,paper_7_EX,paper_8_EX,paper_9_EX,paper_10_EX
5015133,10.0,8.0,17.0,16.0,44.0,9.0,13.0,13.0,16.0,16.0,52.0,59.0,35.0,28.0,66.0,53.0,68.0,78.0,16.0,16.0,42.0,51.0,42.0,51.0,18.0,44.0,55.0,65.0,12.0,22.0
5015134,15.0,16.0,17.0,18.0,43.0,16.0,14.0,14.0,19.0,18.0,75.0,63.0,32.0,39.0,65.0,76.0,70.0,65.0,19.0,18.0,60.0,47.0,60.0,47.0,15.0,60.0,56.0,51.0,21.0,22.0
5015135,12.0,11.0,20.0,18.0,46.0,10.0,13.0,12.0,18.0,21.0,45.0,60.0,38.0,36.0,69.0,56.0,53.0,57.0,18.0,21.0,33.0,49.0,33.0,49.0,18.0,46.0,40.0,45.0,18.0,23.0
5015136,15.0,9.0,19.0,20.0,45.0,10.0,10.0,13.0,21.0,21.0,48.0,49.0,35.0,38.0,66.0,56.0,49.0,59.0,21.0,21.0,33.0,40.0,33.0,40.0,16.0,46.0,39.0,46.0,18.0,21.0
5015137,14.0,14.0,21.0,20.0,44.0,18.0,13.0,15.0,22.0,19.0,63.0,66.0,41.0,34.0,66.0,69.0,64.0,72.0,22.0,19.0,49.0,52.0,49.0,52.0,20.0,51.0,51.0,57.0,14.0,22.0
5015138,14.0,15.0,21.0,20.0,45.0,13.0,13.0,14.0,19.0,21.0,80.0,61.0,39.0,40.0,66.0,64.0,71.0,62.0,19.0,21.0,66.0,46.0,66.0,46.0,18.0,51.0,58.0,48.0,20.0,21.0
5015139,13.0,9.0,17.0,16.0,45.0,9.0,12.0,12.0,18.0,18.0,79.0,49.0,32.0,31.0,67.0,50.0,61.0,65.0,18.0,18.0,66.0,40.0,66.0,40.0,15.0,41.0,49.0,53.0,15.0,22.0
5015140,16.0,13.0,22.0,18.0,45.0,14.0,13.0,16.0,17.0,22.0,73.0,63.0,42.0,32.0,67.0,70.0,66.0,56.0,17.0,22.0,57.0,50.0,57.0,50.0,20.0,56.0,53.0,40.0,14.0,22.0
5015141,16.0,13.0,20.0,19.0,44.0,15.0,16.0,15.0,20.0,20.0,66.0,51.0,39.0,34.0,66.0,60.0,82.0,73.0,20.0,20.0,50.0,38.0,50.0,38.0,19.0,45.0,66.0,58.0,15.0,22.0
5015142,16.0,17.0,22.0,21.0,44.0,18.0,15.0,15.0,22.0,22.0,86.0,73.0,43.0,36.0,66.0,75.0,78.0,76.0,22.0,22.0,70.0,56.0,70.0,56.0,21.0,57.0,63.0,61.0,15.0,22.0
5015143,13.0,12.0,18.0,15.0,45.0,10.0,9.0,11.0,16.0,16.0,46.0,45.0,38.0,30.0,68.0,54.0,46.0,49.0,16.0,16.0,33.0,33.0,33.0,33.0,20.0,44.0,37.0,38.0,15.0,23.0
5015144,13.0,9.0,16.0,18.0,44.0,9.0,11.0,14.0,17.0,17.0,60.0,62.0,34.0,32.0,66.0,76.0,55.0,61.0,17.0,17.0,47.0,53.0,47.0,53.0,18.0,67.0,44.0,47.0,14.0,22.0
5015145,11.0,14.0,20.0,19.0,43.0,17.0,14.0,14.0,21.0,21.0,65.0,60.0,40.0,34.0,65.0,72.0,60.0,71.0,21.0,21.0,54.0,46.0,54.0,46.0,20.0,55.0,46.0,57.0,15.0,22.0
5015146,15.0,16.0,21.0,20.0,45.0,15.0,16.0,15.0,19.0,22.0,69.0,76.0,41.0,41.0,67.0,71.0,68.0,68.0,19.0,22.0,54.0,60.0,54.0,60.0,20.0,56.0,52.0,53.0,21.0,22.0
5015147,16.0,17.0,17.0,17.0,45.0,15.0,13.0,12.0,19.0,19.0,82.0,61.0,34.0,32.0,68.0,67.0,62.0,69.0,19.0,19.0,66.0,44.0,66.0,44.0,17.0,52.0,49.0,57.0,15.0,23.0
5015148,13.0,16.0,22.0,23.0,47.0,17.0,14.0,15.0,24.0,22.0,70.0,66.0,44.0,43.0,70.0,66.0,74.0,68.0,24.0,22.0,57.0,50.0,57.0,50.0,22.0,49.0,60.0,53.0,20.0,23.0
5015149,12.0,16.0,18.0,17.0,45.0,14.0,13.0,16.0,19.0,21.0,65.0,69.0,35.0,30.0,68.0,70.0,67.0,70.0,19.0,21.0,53.0,53.0,53.0,53.0,17.0,56.0,54.0,54.0,13.0,23.0
5015150,17.0,18.0,18.0,20.0,45.0,17.0,14.0,13.0,21.0,22.0,66.0,66.0,36.0,34.0,67.0,74.0,70.0,69.0,21.0,22.0,49.0,48.0,49.0,48.0,18.0,57.0,56.0,56.0,14.0,22.0
5015151,11.0,8.0,16.0,20.0,44.0,13.0,12.0,15.0,19.0,20.0,47.0,51.0,34.0,38.0,66.0,51.0,57.0,60.0,19.0,20.0,36.0,43.0,36.0,43.0,18.0,38.0,45.0,45.0,18.0,22.0
5015152,8.0,8.0,17.0,18.0,41.0,8.0,11.0,12.0,17.0,18.0,56.0,40.0,32.0,33.0,62.0,45.0,62.0,55.0,17.0,18.0,48.0,32.0,48.0,32.0,15.0,37.0,51.0,43.0,15.0,21.0
5015153,11.0,8.0,16.0,14.0,42.0,8.0,8.0,13.0,15.0,16.0,64.0,41.0,31.0,32.0,63.0,48.0,50.0,56.0,15.0,16.0,53.0,33.0,53.0,33.0,15.0,40.0,42.0,43.0,18.0,21.0
5015154,12.0,12.0,19.0,17.0,45.0,12.0,13.0,16.0,18.0,18.0,59.0,56.0,37.0,34.0,68.0,61.0,62.0,86.0,18.0,18.0,47.0,44.0,47.0,44.0,18.0,49.0,49.0,70.0,17.0,23.0
5015155,14.0,9.0,20.0,15.0,44.0,14.0,15.0,15.0,17.0,19.0,51.0,52.0,38.0,27.0,66.0,61.0,56.0,56.0,17.0,19.0,37.0,43.0,37.0,43.0,18.0,47.0,41.0,41.0,12.0,22.0
5015156,13.0,18.0,20.0,23.0,47.0,15.0,16.0,15.0,23.0,22.0,79.0,72.0,41.0,45.0,70.0,75.0,69.0,74.0,23.0,22.0,66.0,54.0,66.0,54.0,21.0,60.0,53.0,59.0,22.0,23.0
5015157,12.0,9.0,16.0,14.0,43.0,8.0,10.0,14.0,15.0,16.0,51.0,46.0,34.0,29.0,64.0,49.0,59.0,57.0,15.0,16.0,39.0,37.0,39.0,37.0,18.0,41.0,49.0,43.0,15.0,21.0
5015158,16.0,19.0,20.0,21.0,45.0,18.0,15.0,15.0,18.0,20.0,60.0,80.0,40.0,40.0,67.0,79.0,75.0,58.0,18.0,20.0,44.0,61.0,44.0,61.0,20.0,61.0,60.0,43.0,19.0,22.0
5015159,13.0,12.0,19.0,20.0,45.0,18.0,14.0,12.0,20.0,20.0,62.0,52.0,36.0,35.0,68.0,80.0,64.0,57.0,20.0,20.0,49.0,40.0,49.0,40.0,17.0,62.0,50.0,45.0,15.0,23.0
5015160,13.0,16.0,21.0,20.0,43.0,12.0,13.0,12.0,20.0,21.0,46.0,65.0,39.0,34.0,65.0,46.0,68.0,57.0,20.0,21.0,33.0,49.0,33.0,49.0,18.0,34.0,55.0,45.0,14.0,22.0
5015161,17.0,16.0,22.0,22.0,46.0,14.0,14.0,14.0,20.0,22.0,64.0,66.0,42.0,42.0,69.0,56.0,63.0,64.0,20.0,22.0,47.0,50.0,47.0,50.0,20.0,42.0,49.0,50.0,20.0,23.0
5015162,9.0,13.0,16.0,16.0,45.0,13.0,10.0,11.0,18.0,15.0,54.0,52.0,34.0,29.0,67.0,70.0,61.0,59.0,18.0,15.0,45.0,39.0,45.0,39.0,18.0,57.0,51.0,48.0,13.0,22.0
5015163,14.0,12.0,22.0,22.0,45.0,12.0,9.0,12.0,23.0,21.0,52.0,50.0,39.0,41.0,68.0,59.0,54.0,46.0,23.0,21.0,38.0,38.0,38.0,38.0,17.0,47.0,45.0,34.0,19.0,23.0
5015164,12.0,11.0,22.0,21.0,45.0,14.0,9.0,13.0,20.0,22.0,54.0,63.0,41.0,35.0,68.0,64.0,48.0,48.0,20.0,22.0,42.0,52.0,42.0,52.0,19.0,50.0,39.0,35.0,14.0,23.0
5015165,16.0,14.0,21.0,21.0,44.0,18.0,13.0,14.0,20.0,21.0,60.0,66.0,40.0,35.0,66.0,75.0,66.0,66.0,20.0,21.0,44.0,52.0,44.0,52.0,19.0,57.0,53.0,52.0,14.0,22.0
5015166,17.0,16.0,22.0,21.0,45.0,18.0,16.0,18.0,22.0,22.0,81.0,62.0,40.0,40.0,68.0,80.0,68.0,77.0,22.0,22.0,64.0,46.0,64.0,46.0,18.0,62.0,52.0,59.0,19.0,23.0
5015167,14.0,15.0,22.0,23.0,47.0,16.0,13.0,12.0,21.0,23.0,59.0,54.0,42.0,43.0,71.0,71.0,65.0,58.0,21.0,23.0,45.0,39.0,45.0,39.0,20.0,55.0,52.0,46.0,20.0,24.0
5015168,11.0,16.0,21.0,21.0,44.0,13.0,13.0,15.0,20.0,21.0,43.0,53.0,37.0,39.0,65.0,57.0,62.0,60.0,20.0,21.0,32.0,37.0,32.0,37.0,16.0,44.0,49.0,45.0,18.0,21.0
5015169,15.0,16.0,22.0,19.0,44.0,17.0,13.0,13.0,21.0,22.0,55.0,58.0,42.0,33.0,66.0,75.0,58.0,61.0,21.0,22.0,40.0,42.0,40.0,42.0,20.0,58.0,45.0,48.0,14.0,22.0
5015170,13.0,14.0,22.0,20.0,44.0,15.0,14.0,14.0,20.0,20.0,70.0,54.0,39.0,39.0,66.0,65.0,65.0,58.0,20.0,20.0,57.0,40.0,57.0,40.0,17.0,50.0,51.0,44.0,19.0,22.0
5015171,15.0,13.0,17.0,19.0,44.0,15.0,11.0,15.0,18.0,18.0,68.0,62.0,37.0,32.0,65.0,69.0,55.0,49.0,18.0,18.0,53.0,49.0,53.0,49.0,20.0,54.0,44.0,34.0,13.0,21.0
5015172,13.0,15.0,18.0,17.0,44.0,16.0,12.0,15.0,18.0,18.0,55.0,59.0,37.0,32.0,65.0,75.0,65.0,56.0,18.0,18.0,42.0,44.0,42.0,44.0,19.0,59.0,53.0,41.0,15.0,21.0
5015173,10.0,15.0,18.0,18.0,43.0,12.0,9.0,13.0,18.0,18.0,42.0,63.0,36.0,36.0,65.0,64.0,67.0,57.0,18.0,18.0,32.0,48.0,32.0,48.0,18.0,52.0,58.0,44.0,18.0,22.0
5015174,18.0,17.0,22.0,21.0,45.0,15.0,11.0,14.0,23.0,22.0,63.0,62.0,40.0,41.0,67.0,67.0,64.0,56.0,23.0,22.0,45.0,45.0,45.0,45.0,18.0,52.0,53.0,42.0,20.0,22.0
5015175,16.0,19.0,19.0,19.0,44.0,15.0,16.0,15.0,21.0,20.0,70.0,67.0,36.0,37.0,66.0,69.0,71.0,65.0,21.0,20.0,54.0,48.0,54.0,48.0,17.0,54.0,55.0,50.0,18.0,22.0
5015176,14.0,17.0,21.0,20.0,47.0,10.0,16.0,17.0,21.0,22.0,65.0,78.0,43.0,41.0,70.0,70.0,69.0,73.0,21.0,22.0,51.0,61.0,51.0,61.0,22.0,60.0,53.0,56.0,21.0,23.0
5015177,16.0,16.0,21.0,18.0,44.0,13.0,14.0,17.0,17.0,21.0,72.0,71.0,41.0,30.0,66.0,64.0,62.0,74.0,17.0,21.0,56.0,55.0,56.0,55.0,20.0,51.0,48.0,57.0,12.0,22.0
5015178,10.0,8.0,17.0,16.0,45.0,8.0,9.0,11.0,17.0,17.0,46.0,43.0,32.0,30.0,67.0,44.0,49.0,51.0,17.0,17.0,36.0,35.0,36.0,35.0,15.0,36.0,40.0,40.0,14.0,22.0
5015179,16.0,18.0,16.0,19.0,41.0,17.0,14.0,16.0,21.0,20.0,61.0,71.0,33.0,34.0,62.0,74.0,74.0,76.0,21.0,20.0,45.0,53.0,45.0,53.0,17.0,57.0,60.0,60.0,15.0,21.0
5015180,16.0,18.0,20.0,21.0,45.0,17.0,16.0,18.0,21.0,22.0,66.0,68.0,38.0,42.0,67.0,67.0,78.0,71.0,21.0,22.0,50.0,50.0,50.0,50.0,18.0,50.0,62.0,53.0,21.0,22.0
5015181,14.0,14.0,16.0,19.0,45.0,14.0,12.0,15.0,18.0,17.0,49.0,62.0,35.0,33.0,67.0,60.0,67.0,64.0,18.0,17.0,35.0,48.0,35.0,48.0,19.0,46.0,55.0,49.0,14.0,22.0
5015182,11.0,14.0,19.0,19.0,45.0,12.0,13.0,14.0,20.0,20.0,57.0,69.0,35.0,39.0,67.0,64.0,58.0,62.0,20.0,20.0,46.0,55.0,46.0,55.0,16.0,52.0,45.0,48.0,20.0,22.0
5015183,13.0,12.0,18.0,18.0,43.0,15.0,14.0,15.0,18.0,18.0,72.0,55.0,36.0,36.0,65.0,72.0,69.0,70.0,18.0,18.0,59.0,43.0,59.0,43.0,18.0,57.0,55.0,55.0,18.0,22.0
5015184,15.0,13.0,16.0,17.0,43.0,14.0,12.0,15.0,17.0,16.0,78.0,63.0,36.0,33.0,65.0,64.0,68.0,51.0,17.0,16.0,63.0,50.0,63.0,50.0,20.0,50.0,56.0,36.0,16.0,22.0
5015185,11.0,13.0,17.0,19.0,44.0,9.0,14.0,15.0,18.0,18.0,61.0,59.0,37.0,39.0,66.0,62.0,69.0,68.0,18.0,18.0,50.0,46.0,50.0,46.0,20.0,53.0,55.0,53.0,20.0,22.0
5015186,16.0,17.0,21.0,22.0,46.0,18.0,15.0,18.0,23.0,22.0,62.0,68.0,42.0,42.0,68.0,76.0,66.0,84.0,23.0,22.0,46.0,51.0,46.0,51.0,21.0,58.0,51.0,66.0,20.0,22.0
5015187,14.0,17.0,17.0,17.0,44.0,15.0,11.0,14.0,16.0,17.0,80.0,61.0,32.0,37.0,65.0,75.0,70.0,59.0,16.0,17.0,66.0,44.0,66.0,44.0,15.0,60.0,59.0,45.0,20.0,21.0
5015188,11.0,11.0,17.0,16.0,45.0,11.0,14.0,18.0,18.0,17.0,62.0,69.0,34.0,34.0,67.0,60.0,66.0,68.0,18.0,17.0,51.0,58.0,51.0,58.0,17.0,49.0,52.0,50.0,18.0,22.0
5015189,12.0,8.0,16.0,18.0,44.0,13.0,11.0,14.0,17.0,17.0,67.0,46.0,36.0,34.0,66.0,50.0,55.0,65.0,17.0,17.0,55.0,38.0,55.0,38.0,20.0,37.0,44.0,51.0,16.0,22.0
5015190,11.0,13.0,17.0,19.0,45.0,12.0,11.0,15.0,19.0,19.0,60.0,50.0,36.0,36.0,67.0,65.0,53.0,53.0,19.0,19.0,49.0,37.0,49.0,37.0,19.0,53.0,42.0,38.0,17.0,22.0
5015191,11.0,17.0,18.0,20.0,47.0,15.0,11.0,12.0,22.0,22.0,75.0,60.0,40.0,40.0,70.0,64.0,60.0,58.0,22.0,22.0,64.0,43.0,64.0,43.0,22.0,49.0,49.0,46.0,20.0,23.0
5015192,13.0,10.0,17.0,18.0,44.0,10.0,13.0,13.0,20.0,20.0,65.0,56.0,37.0,33.0,66.0,57.0,61.0,66.0,20.0,20.0,52.0,46.0,52.0,46.0,20.0,47.0,48.0,53.0,15.0,22.0
5015193,14.0,14.0,21.0,18.0,44.0,17.0,14.0,18.0,21.0,22.0,65.0,58.0,41.0,36.0,66.0,61.0,64.0,55.0,21.0,22.0,51.0,44.0,51.0,44.0,20.0,44.0,50.0,37.0,18.0,22.0
5015194,15.0,13.0,20.0,19.0,46.0,13.0,15.0,16.0,21.0,22.0,74.0,55.0,40.0,34.0,69.0,69.0,61.0,54.0,21.0,22.0,59.0,42.0,59.0,42.0,20.0,56.0,46.0,38.0,15.0,23.0
5018460,20.0,19.0,19.0,20.0,46.0,18.0,19.0,16.0,18.0,20.0,66.0,77.0,39.0,40.0,69.0,78.0,80.0,64.0,18.0,20.0,46.0,58.0,46.0,58.0,20.0,60.0,61.0,48.0,20.0,23.0
5018461,9.0,13.0,17.0,17.0,46.0,17.0,16.0,15.0,18.0,18.0,49.0,53.0,35.0,31.0,69.0,69.0,68.0,55.0,18.0,18.0,40.0,40.0,40.0,40.0,18.0,52.0,52.0,40.0,14.0,23.0
5018462,9.0,13.0,16.0,17.0,46.0,17.0,15.0,13.0,18.0,17.0,72.0,68.0,35.0,31.0,70.0,76.0,65.0,69.0,18.0,17.0,63.0,55.0,63.0,55.0,19.0,59.0,50.0,56.0,14.0,24.0
5018463,11.0,11.0,20.0,20.0,44.0,15.0,16.0,16.0,19.0,21.0,74.0,45.0,40.0,35.0,66.0,81.0,69.0,73.0,19.0,21.0,63.0,34.0,63.0,34.0,20.0,66.0,53.0,57.0,15.0,22.0
5018464,17.0,12.0,22.0,22.0,45.0,18.0,18.0,16.0,22.0,22.0,69.0,50.0,39.0,41.0,67.0,71.0,69.0,78.0,22.0,22.0,52.0,38.0,52.0,38.0,17.0,53.0,51.0,62.0,19.0,22.0
5018465,17.0,16.0,22.0,23.0,46.0,16.0,13.0,13.0,23.0,23.0,70.0,60.0,44.0,43.0,69.0,75.0,61.0,62.0,23.0,23.0,53.0,44.0,53.0,44.0,22.0,59.0,48.0,49.0,20.0,23.0
5018466,10.0,11.0,18.0,18.0,45.0,13.0,10.0,12.0,18.0,18.0,63.0,43.0,35.0,32.0,67.0,45.0,44.0,55.0,18.0,18.0,53.0,32.0,53.0,32.0,17.0,32.0,34.0,43.0,14.0,22.0
5018467,10.0,10.0,19.0,19.0,44.0,9.0,9.0,8.0,18.0,19.0,59.0,45.0,38.0,32.0,65.0,41.0,50.0,47.0,18.0,19.0,49.0,35.0,49.0,35.0,19.0,32.0,41.0,39.0,13.0,21.0
5018468,8.0,10.0,21.0,21.0,45.0,10.0,9.0,10.0,22.0,21.0,51.0,42.0,39.0,33.0,67.0,48.0,41.0,38.0,22.0,21.0,43.0,32.0,43.0,32.0,18.0,38.0,32.0,28.0,12.0,22.0
5018469,17.0,15.0,20.0,18.0,43.0,15.0,12.0,9.0,20.0,18.0,69.0,57.0,36.0,31.0,65.0,61.0,62.0,55.0,20.0,18.0,52.0,42.0,52.0,42.0,16.0,46.0,50.0,46.0,13.0,22.0
5018470,13.0,10.0,19.0,19.0,43.0,13.0,12.0,9.0,20.0,18.0,54.0,42.0,39.0,32.0,64.0,45.0,38.0,41.0,20.0,18.0,41.0,32.0,41.0,32.0,20.0,32.0,26.0,32.0,13.0,21.0
5018471,14.0,14.0,20.0,19.0,46.0,18.0,15.0,16.0,18.0,20.0,65.0,61.0,40.0,33.0,70.0,70.0,67.0,63.0,18.0,20.0,51.0,47.0,51.0,47.0,20.0,52.0,52.0,47.0,14.0,24.0
5018472,14.0,12.0,23.0,22.0,45.0,15.0,10.0,13.0,23.0,23.0,52.0,50.0,41.0,36.0,68.0,69.0,62.0,52.0,23.0,23.0,38.0,38.0,38.0,38.0,18.0,54.0,52.0,39.0,14.0,23.0
5018473,12.0,12.0,17.0,17.0,43.0,12.0,11.0,13.0,18.0,18.0,68.0,54.0,36.0,32.0,65.0,75.0,72.0,60.0,18.0,18.0,56.0,42.0,56.0,42.0,19.0,63.0,61.0,47.0,15.0,22.0
5018474,9.0,9.0,18.0,14.0,45.0,13.0,11.0,8.0,16.0,16.0,51.0,43.0,38.0,28.0,68.0,50.0,45.0,30.0,16.0,16.0,42.0,34.0,42.0,34.0,20.0,37.0,34.0,22.0,14.0,23.0
5018475,14.0,14.0,20.0,18.0,44.0,18.0,14.0,14.0,22.0,22.0,70.0,55.0,37.0,38.0,66.0,66.0,75.0,65.0,22.0,22.0,56.0,41.0,56.0,41.0,17.0,48.0,61.0,51.0,20.0,22.0
5018476,9.0,8.0,11.0,12.0,40.0,10.0,9.0,9.0,12.0,14.0,59.0,40.0,25.0,24.0,60.0,42.0,67.0,48.0,12.0,14.0,50.0,32.0,50.0,32.0,14.0,32.0,58.0,39.0,12.0,20.0
5018477,10.0,9.0,16.0,15.0,45.0,10.0,14.0,14.0,17.0,16.0,60.0,48.0,37.0,27.0,68.0,61.0,62.0,66.0,17.0,16.0,50.0,39.0,50.0,39.0,21.0,51.0,48.0,52.0,12.0,23.0
5018478,10.0,12.0,16.0,18.0,45.0,11.0,14.0,16.0,17.0,16.0,53.0,61.0,37.0,33.0,68.0,72.0,66.0,74.0,17.0,16.0,43.0,49.0,43.0,49.0,21.0,61.0,52.0,58.0,15.0,23.0
5018479,11.0,12.0,19.0,18.0,45.0,10.0,13.0,12.0,19.0,18.0,56.0,53.0,39.0,37.0,68.0,51.0,72.0,64.0,19.0,18.0,45.0,41.0,45.0,41.0,20.0,41.0,59.0,52.0,19.0,23.0
5018480,13.0,8.0,16.0,15.0,46.0,10.0,15.0,17.0,17.0,16.0,71.0,52.0,35.0,35.0,69.0,68.0,79.0,74.0,17.0,16.0,58.0,44.0,58.0,44.0,19.0,58.0,64.0,57.0,20.0,23.0
5018481,13.0,15.0,21.0,20.0,43.0,13.0,10.0,15.0,19.0,21.0,70.0,49.0,39.0,34.0,64.0,39.0,54.0,85.0,19.0,21.0,57.0,34.0,57.0,34.0,18.0,26.0,44.0,70.0,14.0,21.0
5018482,14.0,13.0,21.0,23.0,44.0,13.0,13.0,13.0,23.0,23.0,50.0,61.0,41.0,38.0,66.0,63.0,75.0,55.0,23.0,23.0,36.0,48.0,36.0,48.0,20.0,50.0,62.0,42.0,15.0,22.0
5018483,14.0,14.0,16.0,16.0,44.0,8.0,13.0,15.0,17.0,17.0,66.0,68.0,32.0,33.0,66.0,58.0,77.0,64.0,17.0,17.0,52.0,54.0,52.0,54.0,16.0,50.0,64.0,49.0,17.0,22.0
5018484,15.0,10.0,18.0,18.0,46.0,12.0,13.0,18.0,17.0,17.0,66.0,59.0,35.0,32.0,69.0,75.0,75.0,86.0,17.0,17.0,51.0,49.0,51.0,49.0,17.0,63.0,62.0,68.0,14.0,23.0
5018485,12.0,11.0,18.0,18.0,45.0,9.0,9.0,14.0,17.0,20.0,57.0,48.0,33.0,32.0,68.0,57.0,50.0,58.0,17.0,20.0,45.0,37.0,45.0,37.0,15.0,48.0,41.0,44.0,14.0,23.0
5018486,8.0,8.0,15.0,12.0,43.0,13.0,12.0,13.0,13.0,15.0,40.0,41.0,32.0,26.0,65.0,56.0,68.0,59.0,13.0,15.0,32.0,33.0,32.0,33.0,17.0,43.0,56.0,46.0,14.0,22.0
5018487,10.0,8.0,14.0,15.0,42.0,8.0,10.0,12.0,16.0,16.0,43.0,40.0,29.0,29.0,63.0,43.0,62.0,52.0,16.0,16.0,33.0,32.0,33.0,32.0,15.0,35.0,52.0,40.0,14.0,21.0
5018488,16.0,18.0,19.0,19.0,46.0,20.0,14.0,15.0,23.0,23.0,68.0,34.0,40.0,41.0,69.0,72.0,76.0,64.0,23.0,23.0,52.0,16.0,52.0,16.0,21.0,52.0,62.0,49.0,22.0,23.0
5018489,13.0,13.0,17.0,18.0,47.0,11.0,12.0,17.0,17.0,17.0,45.0,66.0,36.0,34.0,71.0,71.0,59.0,62.0,17.0,17.0,32.0,53.0,32.0,53.0,19.0,60.0,47.0,45.0,16.0,24.0
5018490,17.0,17.0,23.0,22.0,46.0,18.0,15.0,16.0,22.0,22.0,67.0,65.0,39.0,40.0,69.0,76.0,75.0,65.0,22.0,22.0,50.0,48.0,50.0,48.0,16.0,58.0,60.0,49.0,18.0,23.0
5018491,14.0,11.0,22.0,22.0,45.0,14.0,14.0,17.0,21.0,22.0,65.0,58.0,37.0,41.0,68.0,66.0,79.0,71.0,21.0,22.0,51.0,47.0,51.0,47.0,15.0,52.0,65.0,54.0,19.0,23.0
5018492,8.0,8.0,14.0,13.0,42.0,8.0,8.0,13.0,14.0,14.0,8.0,8.0,29.0,25.0,63.0,8.0,8.0,13.0,14.0,14.0,,,0.0,0.0,15.0,,,,12.0,21.0
5018493,15.0,17.0,21.0,20.0,46.0,18.0,15.0,16.0,22.0,22.0,78.0,63.0,41.0,40.0,69.0,75.0,67.0,74.0,22.0,22.0,63.0,46.0,63.0,46.0,20.0,57.0,52.0,58.0,20.0,23.0
5202073,14.0,10.0,18.0,16.0,37.0,15.0,12.0,15.0,18.0,18.0,,,36.0,34.0,53.0,,,,18.0,18.0,,,,,18.0,,,,18.0,16.0
5202081,13.0,13.0,17.0,16.0,38.0,16.0,15.0,16.0,17.0,18.0,,,36.0,35.0,53.0,,,,17.0,18.0,,,,,19.0,,,,19.0,15.0
5202083,14.0,16.0,19.0,17.0,38.0,13.0,16.0,15.0,18.0,17.0,,,38.0,35.0,53.0,,,,18.0,17.0,,,,,19.0,,,,18.0,15.0
5235122,13.0,14.0,18.0,17.0,37.0,16.0,16.0,16.0,17.0,19.0,51.0,66.0,36.0,36.0,53.0,66.0,68.0,60.0,17.0,19.0,38.0,52.0,38.0,52.0,18.0,50.0,52.0,44.0,19.0,16.0
5235212,10.0,12.0,17.0,17.0,37.0,11.0,15.0,12.0,18.0,18.0,42.0,53.0,35.0,35.0,51.0,55.0,58.0,50.0,18.0,18.0,32.0,41.0,32.0,41.0,18.0,44.0,43.0,38.0,18.0,14.0
5235213,10.0,14.0,19.0,16.0,38.0,10.0,15.0,13.0,17.0,17.0,66.0,66.0,37.0,35.0,54.0,65.0,70.0,62.0,17.0,17.0,56.0,52.0,56.0,52.0,18.0,55.0,55.0,49.0,19.0,16.0
5235217,12.0,18.0,18.0,16.0,39.0,13.0,15.0,14.0,18.0,18.0,44.0,44.0,37.0,34.0,53.0,66.0,54.0,65.0,18.0,18.0,32.0,26.0,32.0,26.0,19.0,53.0,39.0,51.0,18.0,14.0
5235218,16.0,14.0,17.0,17.0,39.0,13.0,12.0,14.0,19.0,17.0,59.0,52.0,35.0,35.0,55.0,70.0,64.0,66.0,19.0,17.0,43.0,38.0,43.0,38.0,18.0,57.0,52.0,52.0,18.0,16.0
5235219,12.0,16.0,18.0,18.0,38.0,14.0,17.0,13.0,19.0,19.0,54.0,71.0,37.0,36.0,53.0,63.0,66.0,60.0,19.0,19.0,42.0,55.0,42.0,55.0,19.0,49.0,49.0,47.0,18.0,15.0
5235220,16.0,18.0,20.0,18.0,39.0,17.0,18.0,13.0,19.0,17.0,53.0,30.0,40.0,38.0,54.0,80.0,81.0,56.0,19.0,17.0,37.0,12.0,37.0,12.0,20.0,63.0,63.0,43.0,20.0,15.0
5235221,13.0,16.0,20.0,17.0,38.0,16.0,18.0,15.0,17.0,16.0,73.0,68.0,40.0,36.0,54.0,71.0,69.0,67.0,17.0,16.0,60.0,52.0,60.0,52.0,20.0,55.0,51.0,52.0,19.0,16.0
5235222,13.0,17.0,19.0,16.0,37.0,17.0,18.0,15.0,18.0,16.0,64.0,64.0,38.0,36.0,51.0,59.0,69.0,65.0,18.0,16.0,51.0,47.0,51.0,47.0,19.0,42.0,51.0,50.0,20.0,14.0
5235224,13.0,16.0,18.0,18.0,37.0,14.0,16.0,16.0,17.0,18.0,68.0,65.0,38.0,36.0,53.0,75.0,77.0,67.0,17.0,18.0,55.0,49.0,55.0,49.0,20.0,61.0,61.0,51.0,18.0,16.0
5235225,11.0,17.0,17.0,17.0,40.0,14.0,18.0,14.0,18.0,17.0,61.0,73.0,35.0,36.0,55.0,78.0,80.0,68.0,18.0,17.0,50.0,56.0,50.0,56.0,18.0,64.0,62.0,54.0,19.0,15.0
5235226,10.0,15.0,18.0,16.0,42.0,11.0,17.0,16.0,19.0,16.0,60.0,67.0,37.0,36.0,60.0,57.0,64.0,57.0,19.0,16.0,50.0,52.0,50.0,52.0,19.0,46.0,47.0,41.0,20.0,18.0
5235293,,,,,,,,,,,,,,,,,,,,,55.0,46.0,,,,52.0,58.0,45.0,,
