seat_no,paper_1_IA,paper_2_IA,paper_3_IA,paper_4_IA,paper_5_IA,paper_6_IA,paper_7_IA,paper_8_IA,paper_9_IA,paper_10_IA,paper_1_TOT,paper_2_TOT,paper_3_TOT,paper_4_TOT,paper_5_TOT,paper_6_TOT,paper_7_TOT,paper_8_TOT,paper_9_TOT,paper_10_TOT,paper_1_EX,paper_2_EX,paper_3_EX,paper_4_EX,paper_5_EX,paper_6_EX,paper_7_EX,paper_8_EX,paper_9_EX,paper_10_EX
5019112,18.0,14.0,24.0,23.0,47.0,18.0,19.0,18.0,23.0,22.0,62.0,48.0,48.0,45.0,70.0,54.0,56.0,43.0,23.0,22.0,44.0,34.0,44.0,34.0,24.0,36.0,37.0,25.0,22.0,23.0
5019113,13.0,9.0,20.0,18.0,40.0,14.0,14.0,11.0,20.0,21.0,46.0,61.0,40.0,37.0,60.0,46.0,69.0,57.0,20.0,21.0,33.0,52.0,33.0,52.0,20.0,32.0,55.0,46.0,19.0,20.0
5019114,9.0,5.0,18.0,16.0,34.0,11.0,9.0,13.0,19.0,19.0,34.0,21.0,38.0,33.0,52.0,25.0,54.0,52.0,19.0,19.0,25.0,16.0,25.0,16.0,20.0,14.0,45.0,39.0,17.0,18.0
5019115,11.0,8.0,21.0,22.0,43.0,12.0,14.0,10.0,21.0,21.0,33.0,40.0,43.0,43.0,64.0,34.0,31.0,42.0,21.0,21.0,22.0,32.0,22.0,32.0,22.0,22.0,17.0,32.0,21.0,21.0
5019116,14.0,13.0,20.0,20.0,45.0,14.0,15.0,12.0,20.0,21.0,46.0,69.0,41.0,41.0,67.0,61.0,71.0,48.0,20.0,21.0,32.0,56.0,32.0,56.0,21.0,47.0,56.0,36.0,21.0,22.0
5019117,14.0,10.0,19.0,18.0,41.0,12.0,11.0,15.0,18.0,19.0,63.0,52.0,38.0,38.0,61.0,52.0,57.0,73.0,18.0,19.0,49.0,42.0,49.0,42.0,19.0,40.0,46.0,58.0,20.0,20.0
5019118,10.0,6.0,20.0,19.0,39.0,13.0,11.0,13.0,19.0,20.0,45.0,51.0,40.0,39.0,58.0,40.0,38.0,62.0,19.0,20.0,35.0,45.0,35.0,45.0,20.0,27.0,27.0,49.0,20.0,19.0
5019119,16.0,11.0,22.0,21.0,44.0,14.0,18.0,14.0,20.0,21.0,56.0,69.0,44.0,43.0,65.0,69.0,72.0,64.0,20.0,21.0,40.0,58.0,40.0,58.0,22.0,55.0,54.0,50.0,22.0,21.0
5019120,13.0,10.0,20.0,20.0,42.0,10.0,13.0,12.0,18.0,22.0,46.0,55.0,40.0,41.0,63.0,42.0,49.0,53.0,18.0,22.0,33.0,45.0,33.0,45.0,20.0,32.0,36.0,41.0,21.0,21.0
5019121,13.0,8.0,21.0,20.0,41.0,11.0,13.0,11.0,20.0,21.0,56.0,50.0,42.0,41.0,61.0,46.0,46.0,53.0,20.0,21.0,43.0,42.0,43.0,42.0,21.0,35.0,33.0,42.0,21.0,20.0
5019122,17.0,16.0,23.0,24.0,47.0,17.0,17.0,16.0,24.0,23.0,74.0,77.0,47.0,47.0,71.0,56.0,73.0,66.0,24.0,23.0,57.0,61.0,57.0,61.0,24.0,39.0,56.0,50.0,23.0,24.0
5019123,11.0,8.0,20.0,17.0,42.0,9.0,9.0,10.0,18.0,21.0,30.0,56.0,40.0,36.0,63.0,42.0,43.0,42.0,18.0,21.0,19.0,48.0,19.0,48.0,20.0,33.0,34.0,32.0,19.0,21.0
5019124,,,,,,,,,,,,,,,,,,,,,32.0,40.0,,,,26.0,23.0,40.0,,
5019125,14.0,9.0,20.0,17.0,38.0,10.0,10.0,12.0,18.0,20.0,46.0,58.0,40.0,36.0,57.0,55.0,44.0,56.0,18.0,20.0,32.0,49.0,32.0,49.0,20.0,45.0,34.0,44.0,19.0,19.0
5019126,13.0,10.0,19.0,18.0,42.0,14.0,13.0,12.0,18.0,20.0,54.0,62.0,38.0,37.0,63.0,57.0,48.0,55.0,18.0,20.0,41.0,52.0,41.0,52.0,19.0,43.0,35.0,43.0,19.0,21.0
5019127,15.0,15.0,23.0,18.0,45.0,13.0,16.0,14.0,22.0,22.0,71.0,78.0,47.0,38.0,68.0,55.0,80.0,61.0,22.0,22.0,56.0,63.0,56.0,63.0,24.0,42.0,64.0,47.0,20.0,23.0
5019128,12.0,8.0,19.0,17.0,38.0,12.0,12.0,14.0,18.0,20.0,73.0,55.0,38.0,36.0,57.0,58.0,62.0,51.0,18.0,20.0,61.0,47.0,61.0,47.0,19.0,46.0,50.0,37.0,19.0,19.0
5019129,13.0,11.0,20.0,17.0,40.0,13.0,14.0,15.0,19.0,22.0,58.0,79.0,40.0,35.0,60.0,75.0,74.0,66.0,19.0,22.0,45.0,68.0,45.0,68.0,20.0,62.0,60.0,51.0,18.0,20.0
5019130,14.0,12.0,21.0,18.0,41.0,10.0,12.0,12.0,18.0,21.0,46.0,56.0,42.0,38.0,61.0,47.0,47.0,55.0,18.0,21.0,32.0,44.0,32.0,44.0,21.0,37.0,35.0,43.0,20.0,20.0
5019131,10.0,9.0,19.0,18.0,38.0,13.0,15.0,12.0,18.0,19.0,45.0,41.0,38.0,38.0,56.0,40.0,42.0,52.0,18.0,19.0,35.0,32.0,35.0,32.0,19.0,27.0,27.0,40.0,20.0,18.0
5019132,13.0,11.0,20.0,17.0,39.0,13.0,17.0,13.0,19.0,19.0,45.0,61.0,40.0,36.0,59.0,56.0,66.0,60.0,19.0,19.0,32.0,50.0,32.0,50.0,20.0,43.0,49.0,47.0,19.0,20.0
5019133,11.0,6.0,21.0,17.0,41.0,13.0,14.0,9.0,19.0,20.0,53.0,50.0,42.0,36.0,61.0,35.0,27.0,54.0,19.0,20.0,42.0,44.0,42.0,44.0,21.0,22.0,13.0,45.0,19.0,20.0
5019134,16.0,14.0,23.0,22.0,44.0,13.0,15.0,14.0,22.0,21.0,48.0,69.0,46.0,44.0,66.0,64.0,62.0,80.0,22.0,21.0,32.0,55.0,32.0,55.0,23.0,51.0,47.0,66.0,22.0,22.0
5019135,15.0,8.0,21.0,18.0,43.0,10.0,13.0,11.0,18.0,22.0,47.0,69.0,42.0,37.0,64.0,47.0,46.0,55.0,18.0,22.0,32.0,61.0,32.0,61.0,21.0,37.0,33.0,44.0,19.0,21.0
5019136,14.0,8.0,22.0,19.0,41.0,12.0,13.0,13.0,20.0,21.0,46.0,62.0,44.0,39.0,62.0,51.0,61.0,53.0,20.0,21.0,32.0,54.0,32.0,54.0,22.0,39.0,48.0,40.0,20.0,21.0
5019137,15.0,10.0,20.0,18.0,41.0,14.0,13.0,16.0,19.0,20.0,51.0,60.0,41.0,38.0,63.0,58.0,60.0,68.0,19.0,20.0,36.0,50.0,36.0,50.0,21.0,44.0,47.0,52.0,20.0,22.0
5019138,19.0,14.0,24.0,24.0,47.0,18.0,16.0,17.0,23.0,23.0,84.0,78.0,48.0,47.0,71.0,77.0,79.0,77.0,23.0,23.0,65.0,64.0,65.0,64.0,24.0,59.0,63.0,60.0,23.0,24.0
5019139,13.0,10.0,21.0,21.0,43.0,13.0,15.0,14.0,18.0,21.0,45.0,55.0,42.0,41.0,65.0,52.0,53.0,64.0,18.0,21.0,32.0,45.0,32.0,45.0,21.0,39.0,38.0,50.0,20.0,22.0
5019140,10.0,5.0,20.0,17.0,41.0,9.0,12.0,12.0,19.0,22.0,61.0,39.0,40.0,35.0,61.0,36.0,45.0,47.0,19.0,22.0,51.0,34.0,51.0,34.0,20.0,27.0,33.0,35.0,18.0,20.0
5019141,12.0,8.0,21.0,20.0,40.0,12.0,12.0,12.0,23.0,22.0,54.0,43.0,42.0,39.0,61.0,39.0,44.0,60.0,23.0,22.0,42.0,35.0,42.0,35.0,21.0,27.0,32.0,48.0,19.0,21.0
5019142,16.0,8.0,22.0,23.0,45.0,10.0,11.0,15.0,22.0,21.0,48.0,59.0,44.0,45.0,68.0,37.0,43.0,60.0,22.0,21.0,32.0,51.0,32.0,51.0,22.0,27.0,32.0,45.0,22.0,23.0
5019143,14.0,11.0,20.0,19.0,41.0,13.0,13.0,12.0,20.0,20.0,50.0,45.0,40.0,39.0,62.0,46.0,61.0,44.0,20.0,20.0,36.0,34.0,36.0,34.0,20.0,33.0,48.0,32.0,20.0,21.0
5019144,11.0,5.0,21.0,19.0,39.0,10.0,10.0,12.0,19.0,21.0,31.0,43.0,42.0,39.0,59.0,45.0,55.0,52.0,19.0,21.0,20.0,38.0,20.0,38.0,21.0,35.0,45.0,40.0,20.0,20.0
5019145,14.0,8.0,22.0,18.0,40.0,12.0,12.0,14.0,20.0,21.0,41.0,41.0,44.0,37.0,60.0,59.0,50.0,50.0,20.0,21.0,27.0,33.0,27.0,33.0,22.0,47.0,38.0,36.0,19.0,20.0
5019146,14.0,13.0,20.0,17.0,40.0,13.0,13.0,16.0,18.0,19.0,46.0,51.0,40.0,35.0,60.0,55.0,52.0,60.0,18.0,19.0,32.0,38.0,32.0,38.0,20.0,42.0,39.0,44.0,18.0,20.0
5019147,14.0,10.0,21.0,19.0,38.0,14.0,11.0,15.0,18.0,20.0,47.0,45.0,42.0,39.0,58.0,46.0,49.0,50.0,18.0,20.0,33.0,35.0,33.0,35.0,21.0,32.0,38.0,35.0,20.0,20.0
5019148,18.0,13.0,21.0,17.0,35.0,17.0,8.0,14.0,18.0,20.0,60.0,67.0,42.0,36.0,53.0,59.0,40.0,50.0,18.0,20.0,42.0,54.0,42.0,54.0,21.0,42.0,32.0,36.0,19.0,18.0
5019149,10.0,9.0,20.0,18.0,37.0,14.0,14.0,12.0,18.0,19.0,42.0,51.0,39.0,36.0,56.0,53.0,36.0,49.0,18.0,19.0,32.0,42.0,32.0,42.0,19.0,39.0,22.0,37.0,18.0,19.0
5019150,15.0,10.0,21.0,20.0,44.0,15.0,15.0,14.0,20.0,22.0,54.0,70.0,43.0,39.0,66.0,84.0,66.0,59.0,20.0,22.0,39.0,60.0,39.0,60.0,22.0,69.0,51.0,45.0,19.0,22.0
5019151,18.0,14.0,22.0,21.0,45.0,15.0,14.0,15.0,21.0,22.0,69.0,77.0,44.0,43.0,67.0,60.0,59.0,68.0,21.0,22.0,51.0,63.0,51.0,63.0,22.0,45.0,45.0,53.0,22.0,22.0
5019152,19.0,13.0,23.0,20.0,41.0,17.0,16.0,17.0,19.0,21.0,77.0,75.0,46.0,40.0,62.0,66.0,69.0,78.0,19.0,21.0,58.0,62.0,58.0,62.0,23.0,49.0,53.0,61.0,20.0,21.0
5019153,14.0,9.0,21.0,21.0,40.0,11.0,9.0,13.0,18.0,21.0,38.0,57.0,42.0,41.0,60.0,53.0,25.0,54.0,18.0,21.0,24.0,48.0,24.0,48.0,21.0,42.0,16.0,41.0,20.0,20.0
5019154,16.0,11.0,22.0,22.0,46.0,16.0,14.0,16.0,22.0,22.0,48.0,57.0,44.0,43.0,69.0,60.0,70.0,68.0,22.0,22.0,32.0,46.0,32.0,46.0,22.0,44.0,56.0,52.0,21.0,23.0
5019155,15.0,14.0,20.0,18.0,38.0,15.0,15.0,16.0,18.0,21.0,69.0,81.0,40.0,37.0,58.0,83.0,71.0,72.0,18.0,21.0,54.0,67.0,54.0,67.0,20.0,68.0,56.0,56.0,19.0,20.0
5019156,11.0,8.0,20.0,18.0,39.0,14.0,14.0,11.0,18.0,21.0,52.0,54.0,40.0,37.0,59.0,72.0,64.0,57.0,18.0,21.0,41.0,46.0,41.0,46.0,20.0,58.0,50.0,46.0,19.0,20.0
5019157,12.0,8.0,21.0,20.0,40.0,11.0,12.0,11.0,19.0,21.0,35.0,40.0,42.0,41.0,60.0,65.0,45.0,59.0,19.0,21.0,23.0,32.0,23.0,32.0,21.0,54.0,33.0,48.0,21.0,20.0
5019158,16.0,13.0,22.0,21.0,45.0,16.0,16.0,16.0,21.0,22.0,62.0,68.0,44.0,42.0,68.0,63.0,70.0,59.0,21.0,22.0,46.0,55.0,46.0,55.0,22.0,47.0,54.0,43.0,21.0,23.0
5019159,12.0,9.0,20.0,18.0,41.0,16.0,11.0,12.0,19.0,22.0,44.0,64.0,40.0,38.0,62.0,59.0,55.0,66.0,19.0,22.0,32.0,55.0,32.0,55.0,20.0,43.0,44.0,54.0,20.0,21.0
5019160,13.0,8.0,21.0,20.0,39.0,6.0,12.0,14.0,18.0,20.0,45.0,57.0,42.0,40.0,58.0,44.0,54.0,59.0,18.0,20.0,32.0,49.0,32.0,49.0,21.0,38.0,42.0,45.0,20.0,19.0
5019161,13.0,8.0,21.0,19.0,43.0,10.0,9.0,12.0,20.0,20.0,45.0,45.0,42.0,38.0,64.0,32.0,34.0,44.0,20.0,20.0,32.0,37.0,32.0,37.0,21.0,22.0,25.0,32.0,19.0,21.0
5019162,14.0,8.0,20.0,19.0,44.0,11.0,12.0,14.0,19.0,22.0,57.0,48.0,40.0,39.0,65.0,53.0,51.0,53.0,19.0,22.0,43.0,40.0,43.0,40.0,20.0,42.0,39.0,39.0,20.0,21.0
5019163,14.0,10.0,22.0,21.0,42.0,10.0,13.0,13.0,18.0,21.0,46.0,50.0,44.0,42.0,64.0,45.0,34.0,51.0,18.0,21.0,32.0,40.0,32.0,40.0,22.0,35.0,21.0,38.0,21.0,22.0
5019164,17.0,13.0,23.0,22.0,44.0,14.0,12.0,14.0,19.0,22.0,62.0,70.0,46.0,44.0,66.0,60.0,69.0,59.0,19.0,22.0,45.0,57.0,45.0,57.0,23.0,46.0,57.0,45.0,22.0,22.0
5019165,16.0,10.0,21.0,18.0,40.0,15.0,14.0,15.0,18.0,21.0,55.0,48.0,42.0,38.0,60.0,65.0,63.0,59.0,18.0,21.0,39.0,38.0,39.0,38.0,21.0,50.0,49.0,44.0,20.0,20.0
5019166,16.0,9.0,20.0,20.0,41.0,12.0,11.0,12.0,20.0,21.0,48.0,46.0,40.0,41.0,61.0,44.0,47.0,52.0,20.0,21.0,32.0,37.0,32.0,37.0,20.0,32.0,36.0,40.0,21.0,20.0
5019167,9.0,8.0,20.0,16.0,35.0,14.0,13.0,10.0,19.0,20.0,23.0,40.0,40.0,35.0,53.0,46.0,52.0,42.0,19.0,20.0,14.0,32.0,14.0,32.0,20.0,32.0,39.0,32.0,19.0,18.0
5019168,14.0,8.0,21.0,21.0,43.0,10.0,11.0,11.0,20.0,21.0,51.0,58.0,42.0,41.0,65.0,55.0,45.0,62.0,20.0,21.0,37.0,50.0,37.0,50.0,21.0,45.0,34.0,51.0,20.0,22.0
5019169,15.0,15.0,22.0,22.0,45.0,19.0,19.0,18.0,22.0,22.0,75.0,78.0,44.0,43.0,68.0,68.0,76.0,80.0,22.0,22.0,60.0,63.0,60.0,63.0,22.0,49.0,57.0,62.0,21.0,23.0
5019170,14.0,11.0,21.0,18.0,42.0,16.0,14.0,13.0,20.0,20.0,50.0,55.0,42.0,38.0,63.0,51.0,46.0,72.0,20.0,20.0,36.0,44.0,36.0,44.0,21.0,35.0,32.0,59.0,20.0,21.0
5019171,14.0,10.0,22.0,20.0,43.0,14.0,14.0,13.0,20.0,21.0,46.0,57.0,42.0,41.0,64.0,54.0,50.0,64.0,20.0,21.0,32.0,47.0,32.0,47.0,20.0,40.0,36.0,51.0,21.0,21.0
5019172,14.0,9.0,21.0,19.0,42.0,14.0,11.0,14.0,19.0,21.0,58.0,50.0,42.0,39.0,64.0,56.0,59.0,51.0,19.0,21.0,44.0,41.0,44.0,41.0,21.0,42.0,48.0,37.0,20.0,22.0
5019173,13.0,9.0,20.0,20.0,44.0,13.0,11.0,11.0,20.0,20.0,45.0,58.0,41.0,41.0,66.0,47.0,53.0,43.0,20.0,20.0,32.0,49.0,32.0,49.0,21.0,34.0,42.0,32.0,21.0,22.0
5019174,8.0,8.0,19.0,18.0,41.0,13.0,12.0,13.0,19.0,20.0,61.0,53.0,38.0,37.0,61.0,54.0,65.0,55.0,19.0,20.0,53.0,45.0,53.0,45.0,19.0,41.0,53.0,42.0,19.0,20.0
5019175,15.0,8.0,21.0,19.0,40.0,14.0,11.0,11.0,18.0,21.0,38.0,40.0,42.0,39.0,60.0,31.0,49.0,47.0,18.0,21.0,23.0,32.0,23.0,32.0,21.0,17.0,38.0,36.0,20.0,20.0
5020057,17.0,13.0,21.0,18.0,42.0,15.0,17.0,18.0,18.0,20.0,64.0,68.0,41.0,37.0,63.0,84.0,74.0,69.0,18.0,20.0,47.0,55.0,47.0,55.0,20.0,69.0,57.0,51.0,19.0,21.0
5015087,16.0,16.0,20.0,18.0,45.0,15.0,15.0,11.0,23.0,19.0,63.0,58.0,38.0,36.0,67.0,52.0,53.0,57.0,23.0,19.0,47.0,42.0,47.0,42.0,18.0,37.0,38.0,46.0,18.0,22.0
5015088,8.0,14.0,18.0,18.0,44.0,14.0,13.0,11.0,18.0,20.0,31.0,46.0,33.0,35.0,65.0,46.0,60.0,43.0,18.0,20.0,23.0,32.0,23.0,32.0,15.0,32.0,47.0,32.0,17.0,21.0
5015089,10.0,16.0,21.0,20.0,45.0,13.0,14.0,12.0,23.0,19.0,43.0,58.0,38.0,38.0,67.0,50.0,64.0,64.0,23.0,19.0,33.0,42.0,33.0,42.0,17.0,37.0,50.0,52.0,18.0,22.0
5015090,16.0,17.0,20.0,22.0,46.0,16.0,16.0,13.0,20.0,21.0,68.0,62.0,40.0,43.0,69.0,74.0,62.0,63.0,20.0,21.0,52.0,45.0,52.0,45.0,20.0,58.0,46.0,50.0,21.0,23.0
5015091,11.0,10.0,16.0,17.0,42.0,12.0,11.0,9.0,18.0,18.0,36.0,35.0,31.0,29.0,63.0,52.0,51.0,60.0,18.0,18.0,25.0,25.0,25.0,25.0,15.0,40.0,40.0,51.0,12.0,21.0
5015092,17.0,19.0,20.0,21.0,44.0,19.0,18.0,15.0,21.0,21.0,56.0,73.0,35.0,35.0,66.0,57.0,70.0,64.0,21.0,21.0,39.0,54.0,39.0,54.0,15.0,38.0,52.0,49.0,14.0,22.0
5015093,11.0,15.0,19.0,19.0,43.0,13.0,14.0,10.0,20.0,21.0,56.0,61.0,34.0,33.0,64.0,58.0,57.0,57.0,20.0,21.0,45.0,46.0,45.0,46.0,15.0,45.0,43.0,47.0,14.0,21.0
5015094,11.0,11.0,13.0,12.0,35.0,14.0,11.0,12.0,18.0,17.0,43.0,29.0,24.0,22.0,52.0,63.0,48.0,52.0,18.0,17.0,32.0,18.0,32.0,18.0,11.0,49.0,37.0,40.0,10.0,17.0
5015095,13.0,15.0,20.0,20.0,47.0,18.0,13.0,15.0,20.0,22.0,45.0,47.0,40.0,38.0,70.0,75.0,61.0,66.0,20.0,22.0,32.0,32.0,32.0,32.0,20.0,57.0,48.0,51.0,18.0,23.0
5015096,14.0,15.0,17.0,18.0,43.0,14.0,16.0,12.0,20.0,20.0,64.0,74.0,35.0,35.0,64.0,53.0,63.0,59.0,20.0,20.0,50.0,59.0,50.0,59.0,18.0,39.0,47.0,47.0,17.0,21.0
5015097,18.0,17.0,22.0,21.0,45.0,19.0,17.0,16.0,21.0,22.0,71.0,59.0,40.0,40.0,68.0,77.0,71.0,60.0,21.0,22.0,53.0,42.0,53.0,42.0,18.0,58.0,54.0,44.0,19.0,23.0
5015098,11.0,11.0,18.0,19.0,45.0,10.0,16.0,16.0,18.0,17.0,63.0,46.0,35.0,37.0,67.0,67.0,68.0,68.0,18.0,17.0,52.0,35.0,52.0,35.0,17.0,57.0,52.0,52.0,18.0,22.0
5015099,19.0,19.0,18.0,21.0,48.0,17.0,20.0,17.0,21.0,20.0,82.0,81.0,39.0,41.0,71.0,84.0,71.0,82.0,21.0,20.0,63.0,62.0,63.0,62.0,21.0,67.0,51.0,65.0,20.0,23.0
5015100,16.0,15.0,16.0,16.0,43.0,15.0,18.0,18.0,19.0,17.0,69.0,75.0,34.0,35.0,65.0,70.0,73.0,79.0,19.0,17.0,53.0,60.0,53.0,60.0,18.0,55.0,55.0,61.0,19.0,22.0
5015101,18.0,17.0,18.0,20.0,46.0,16.0,16.0,14.0,20.0,20.0,56.0,74.0,38.0,40.0,69.0,71.0,64.0,61.0,20.0,20.0,38.0,57.0,38.0,57.0,20.0,55.0,48.0,47.0,20.0,23.0
5015102,16.0,18.0,22.0,23.0,46.0,13.0,19.0,16.0,21.0,22.0,71.0,78.0,43.0,43.0,69.0,65.0,73.0,70.0,21.0,22.0,55.0,60.0,55.0,60.0,21.0,52.0,54.0,54.0,20.0,23.0
5015103,9.0,11.0,20.0,21.0,46.0,10.0,14.0,14.0,22.0,21.0,41.0,59.0,41.0,40.0,69.0,52.0,58.0,67.0,22.0,21.0,32.0,48.0,32.0,48.0,21.0,42.0,44.0,53.0,19.0,23.0
5015104,16.0,18.0,19.0,21.0,44.0,14.0,18.0,15.0,20.0,20.0,55.0,68.0,34.0,38.0,65.0,67.0,73.0,67.0,20.0,20.0,39.0,50.0,39.0,50.0,15.0,53.0,55.0,52.0,17.0,21.0
5015105,12.0,13.0,17.0,19.0,44.0,14.0,15.0,13.0,18.0,20.0,64.0,57.0,35.0,37.0,66.0,77.0,71.0,62.0,18.0,20.0,52.0,44.0,52.0,44.0,18.0,63.0,56.0,49.0,18.0,22.0
5015106,15.0,14.0,17.0,19.0,45.0,14.0,16.0,16.0,18.0,19.0,64.0,57.0,37.0,38.0,67.0,72.0,61.0,75.0,18.0,19.0,49.0,43.0,49.0,43.0,20.0,58.0,45.0,59.0,19.0,22.0
5015107,17.0,17.0,22.0,22.0,46.0,17.0,17.0,17.0,22.0,22.0,69.0,64.0,42.0,40.0,68.0,68.0,72.0,67.0,22.0,22.0,52.0,47.0,52.0,47.0,20.0,51.0,55.0,50.0,18.0,22.0
5015108,13.0,12.0,20.0,20.0,44.0,13.0,19.0,16.0,21.0,21.0,68.0,57.0,39.0,39.0,67.0,62.0,70.0,72.0,21.0,21.0,55.0,45.0,55.0,45.0,19.0,49.0,51.0,56.0,19.0,23.0
5015109,16.0,14.0,21.0,22.0,46.0,14.0,14.0,12.0,18.0,19.0,63.0,60.0,39.0,37.0,68.0,69.0,50.0,62.0,18.0,19.0,47.0,46.0,47.0,46.0,18.0,55.0,36.0,50.0,15.0,22.0
5015110,16.0,14.0,17.0,17.0,47.0,16.0,16.0,16.0,18.0,17.0,57.0,58.0,37.0,32.0,70.0,78.0,71.0,65.0,18.0,17.0,41.0,44.0,41.0,44.0,20.0,62.0,55.0,49.0,15.0,23.0
5015111,16.0,18.0,23.0,24.0,46.0,13.0,14.0,12.0,21.0,24.0,53.0,75.0,43.0,44.0,69.0,68.0,65.0,49.0,21.0,24.0,37.0,57.0,37.0,57.0,20.0,55.0,51.0,37.0,20.0,23.0
5015112,15.0,17.0,22.0,21.0,46.0,19.0,17.0,15.0,22.0,22.0,68.0,69.0,39.0,35.0,68.0,65.0,75.0,74.0,22.0,22.0,53.0,52.0,53.0,52.0,17.0,46.0,58.0,59.0,14.0,22.0
5015113,14.0,16.0,20.0,19.0,47.0,16.0,14.0,13.0,18.0,20.0,52.0,68.0,40.0,38.0,71.0,69.0,55.0,66.0,18.0,20.0,38.0,52.0,38.0,52.0,20.0,53.0,41.0,53.0,19.0,24.0
5015114,10.0,12.0,22.0,23.0,46.0,16.0,11.0,12.0,23.0,23.0,38.0,60.0,43.0,41.0,68.0,64.0,55.0,55.0,23.0,23.0,28.0,48.0,28.0,48.0,21.0,48.0,44.0,43.0,18.0,22.0
5015115,15.0,10.0,18.0,20.0,46.0,13.0,11.0,10.0,19.0,21.0,47.0,42.0,37.0,34.0,69.0,52.0,50.0,48.0,19.0,21.0,32.0,32.0,32.0,32.0,19.0,39.0,39.0,38.0,14.0,23.0
5015116,15.0,15.0,19.0,21.0,44.0,15.0,13.0,11.0,19.0,19.0,62.0,64.0,36.0,35.0,66.0,70.0,56.0,66.0,19.0,19.0,47.0,49.0,47.0,49.0,17.0,55.0,43.0,55.0,14.0,22.0
5015117,14.0,16.0,21.0,22.0,43.0,12.0,12.0,8.0,22.0,21.0,52.0,49.0,37.0,41.0,64.0,55.0,54.0,45.0,22.0,21.0,38.0,33.0,38.0,33.0,16.0,43.0,42.0,37.0,19.0,21.0
5015118,16.0,16.0,20.0,21.0,43.0,17.0,15.0,14.0,22.0,22.0,82.0,56.0,37.0,41.0,66.0,70.0,67.0,57.0,22.0,22.0,66.0,40.0,66.0,40.0,17.0,53.0,52.0,43.0,20.0,23.0
5015119,16.0,11.0,20.0,21.0,44.0,12.0,12.0,14.0,19.0,21.0,67.0,44.0,39.0,35.0,66.0,38.0,61.0,46.0,19.0,21.0,51.0,33.0,51.0,33.0,19.0,26.0,49.0,32.0,14.0,22.0
5015120,15.0,15.0,23.0,21.0,45.0,18.0,11.0,12.0,22.0,22.0,59.0,63.0,39.0,35.0,67.0,68.0,76.0,55.0,22.0,22.0,44.0,48.0,44.0,48.0,16.0,50.0,65.0,43.0,14.0,22.0
5015121,12.0,17.0,22.0,22.0,46.0,18.0,12.0,12.0,21.0,23.0,61.0,58.0,41.0,41.0,69.0,50.0,64.0,71.0,21.0,23.0,49.0,41.0,49.0,41.0,19.0,32.0,52.0,59.0,19.0,23.0
5015122,17.0,18.0,22.0,22.0,46.0,16.0,13.0,15.0,22.0,22.0,68.0,67.0,42.0,39.0,69.0,58.0,72.0,71.0,22.0,22.0,51.0,49.0,51.0,49.0,20.0,42.0,59.0,56.0,17.0,23.0
5015123,15.0,15.0,23.0,23.0,47.0,16.0,11.0,13.0,21.0,23.0,60.0,49.0,43.0,37.0,71.0,78.0,64.0,62.0,21.0,23.0,45.0,34.0,45.0,34.0,20.0,62.0,53.0,49.0,14.0,24.0
5015124,17.0,17.0,20.0,21.0,46.0,19.0,18.0,15.0,19.0,21.0,82.0,64.0,40.0,35.0,70.0,79.0,74.0,72.0,19.0,21.0,65.0,47.0,65.0,47.0,20.0,60.0,56.0,57.0,14.0,24.0
5015125,9.0,14.0,21.0,19.0,42.0,14.0,11.0,10.0,22.0,19.0,41.0,53.0,38.0,32.0,64.0,60.0,52.0,49.0,22.0,19.0,32.0,39.0,32.0,39.0,17.0,46.0,41.0,39.0,13.0,22.0
5015126,17.0,17.0,20.0,24.0,46.0,17.0,18.0,15.0,22.0,23.0,67.0,65.0,40.0,44.0,70.0,78.0,63.0,72.0,22.0,23.0,50.0,48.0,50.0,48.0,20.0,61.0,45.0,57.0,20.0,24.0
5015127,18.0,18.0,23.0,21.0,44.0,19.0,16.0,14.0,22.0,23.0,62.0,75.0,40.0,35.0,66.0,70.0,76.0,68.0,22.0,23.0,44.0,57.0,44.0,57.0,17.0,51.0,60.0,54.0,14.0,22.0
5015128,14.0,17.0,22.0,20.0,44.0,18.0,15.0,12.0,22.0,22.0,62.0,62.0,39.0,34.0,66.0,73.0,68.0,55.0,22.0,22.0,48.0,45.0,48.0,45.0,17.0,55.0,53.0,43.0,14.0,22.0
5015129,14.0,15.0,22.0,20.0,43.0,18.0,10.0,11.0,21.0,22.0,46.0,59.0,39.0,33.0,64.0,69.0,61.0,54.0,21.0,22.0,32.0,44.0,32.0,44.0,17.0,51.0,51.0,43.0,13.0,21.0
5015130,12.0,8.0,17.0,14.0,42.0,8.0,11.0,13.0,14.0,16.0,50.0,48.0,35.0,28.0,63.0,57.0,55.0,61.0,14.0,16.0,38.0,40.0,38.0,40.0,18.0,49.0,44.0,48.0,14.0,21.0
5015131,18.0,16.0,21.0,20.0,45.0,16.0,11.0,15.0,21.0,22.0,66.0,63.0,41.0,35.0,67.0,60.0,61.0,65.0,21.0,22.0,48.0,47.0,48.0,47.0,20.0,44.0,50.0,50.0,15.0,22.0
5015132,8.0,8.0,18.0,17.0,39.0,8.0,9.0,13.0,16.0,16.0,40.0,35.0,34.0,30.0,59.0,43.0,41.0,40.0,16.0,16.0,32.0,27.0,32.0,27.0,16.0,35.0,32.0,27.0,13.0,20.0
